00011,"Brighten the image","images/org/0199bc3e1db115d0.jpg","images/edited/0199bc3e1db115d0.jpg",0.9,1,"Edited by increasing brightness."
00012,"Brighten the image","images/org/056b813c61869a61.jpg","images/edited/056b813c61869a61.jpg",0.9,1,"Edited by increasing brightness."
00013,"Brighten the image","images/org/0bc9342cba0a3088.jpg","images/edited/0bc9342cba0a3088.jpg",0.9,1,"Edited by increasing brightness."
00014,"Brighten the image","images/org/13ac71f3f9be39b1.jpg","images/edited/13ac71f3f9be39b1.jpg",0.9,1,"Edited by increasing brightness."
00015,"Brighten the image","images/org/227ec002dd50286f.jpg","images/edited/227ec002dd50286f.jpg",0.9,1,"Edited by increasing brightness."
00016,"Brighten the image","images/org/249086e72671397d.jpg","images/edited/249086e72671397d.jpg",0.9,1,"Edited by increasing brightness."
00017,"Brighten the image","images/org/3c2fad96113ca97e.jpg","images/edited/3c2fad96113ca97e.jpg",0.9,1,"Edited by increasing brightness."
00018,"Brighten the image","images/org/4ce684871c147d4c.jpg","images/edited/4ce684871c147d4c.jpg",0.9,1,"Edited by increasing brightness."
00019,"Brighten the image","images/org/4f03a79f647f9883.jpg","images/edited/4f03a79f647f9883.jpg",0.9,1,"Edited by increasing brightness."
00020,"Brighten the image","images/org/4fa8054781a4c382.jpg","images/edited/4fa8054781a4c382.jpg",0.9,1,"Edited by increasing brightness."
00021,"Brighten the image","images/org/51c5d8d5d9cd87ca.jpg","images/edited/51c5d8d5d9cd87ca.jpg",0.9,1,"Edited by increasing brightness."
00022,"Brighten the image","images/org/63ed20ef9abd046c.jpg","images/edited/63ed20ef9abd046c.jpg",0.9,1,"Edited by increasing brightness."
00023,"Brighten the image","images/org/6642993a76366217.jpg","images/edited/6642993a76366217.jpg",0.9,1,"Edited by increasing brightness."
00024,"Brighten the image","images/org/6d03c35a6ff2c268.jpg","images/edited/6d03c35a6ff2c268.jpg",0.9,1,"Edited by increasing brightness."
00025,"Brighten the image","images/org/6e25a4e7f2da24e6.jpg","images/edited/6e25a4e7f2da24e6.jpg",0.9,1,"Edited by increasing brightness."
00026,"Brighten the image","images/org/7e8584b0f487cb9e.jpg","images/edited/7e8584b0f487cb9e.jpg",0.9,1,"Edited by increasing brightness."
00027,"Brighten the image","images/org/7f7beb2c459f3420.jpg","images/edited/7f7beb2c459f3420.jpg",0.9,1,"Edited by increasing brightness."
00028,"Brighten the image","images/org/82af8aeb62a3e757.jpg","images/edited/82af8aeb62a3e757.jpg",0.9,1,"Edited by increasing brightness."
00029,"Brighten the image","images/org/86638230febe21c4.jpg","images/edited/86638230febe21c4.jpg",0.9,1,"Edited by increasing brightness."
00030,"Brighten the image","images/org/8cbfd00eecc16846.jpg","images/edited/8cbfd00eecc16846.jpg",0.9,1,"Edited by increasing brightness."
00031,"Brighten the image","images/org/8d0cbf68276262bb.jpg","images/edited/8d0cbf68276262bb.jpg",0.9,1,"Edited by increasing brightness."
00032,"Brighten the image","images/org/af2d5315e4ce8db3.jpg","images/edited/af2d5315e4ce8db3.jpg",0.9,1,"Edited by increasing brightness."
00033,"Brighten the image","images/org/b0813c5f9be81380.jpg","images/edited/b0813c5f9be81380.jpg",0.9,1,"Edited by increasing brightness."
00034,"Brighten the image","images/org/b37f763ae67d0888.jpg","images/edited/b37f763ae67d0888.jpg",0.9,1,"Edited by increasing brightness."
00035,"Brighten the image","images/org/c9e409f562248252.jpg","images/edited/c9e409f562248252.jpg",0.9,1,"Edited by increasing brightness."
